id,codigoestacion,codigosensor,fechaobservacion,valorobservado,nombreestacion,departamento,municipio,zonahidrografica,latitud,longitud,descripcionsensor,unidadmedida
4330,0021209940,0068,2011-06-11T11:35:00.000,18.8,GRAVILLERAS - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.533,-74.117,Temp Aire 2 m,°C
4331,0052055502,0068,2017-06-04T02:25:00.000,16.88976,SANDONA  - AUT,NARIÑO,SANDONÁ,PATÍA,1.300888889,-77.46035833,Temp Aire 2 m,°C
4332,0026135503,0068,2017-10-17T15:10:00.000,30.71762,NARANJAL  - AUT,CALDAS,CHINCHINA,CAUCA,4.971944444,-75.65221944,Temp Aire 2 m,°C
4333,0057015010,0068,2014-01-03T05:59:05.000,7.4,MALPELO - DIMAR,VALLE DEL CAUCA,BUENAVENTURA,BAUDÓ - DIRECTOS PACIFICO,4.096,-81.609,Temp Aire 2 m,°C
4334,0026115501,0068,2017-10-11T14:05:00.000,19.05914,MANUEL MARIA MALLARINO  - AUT,VALLE DEL CAUCA,TRUJILLO,CAUCA,4.213611111,-76.31497222,Temp Aire 2 m,°C
4335,0044015060,0068,2016-10-30T09:00:00.000,25,ACUEDUCTO MOCOA - AUT,PUTUMAYO,MOCOA,CAQUETÁ,1.157333333,-76.65183333,Temp Aire 2 m,°C
4336,0023105060,0068,2008-11-14T09:00:00.000,24.5,VEGACHA,ANTIOQUIA,VEGACHÍ,MEDIO MAGDALENA,6.774,-74.797,Temp Aire 2 m,°C
4337,0021085501,0068,2017-10-17T06:35:00.000,19.09893,TERUEL  - AUT,HUILA,TERUEL,ALTO MAGDALENA,2.762997222,-75.61144167,Temp Aire 2 m,°C
4338,0024035430,0068,2018-07-09T09:00:00.000,18.5,TUNGUAVITA - AUT,BOYACÁ,PAIPA,SOGAMOSO,5.745916667,-73.11636111,Temp Aire 2 m,°C
4339,0027015320,0068,2014-03-03T10:00:00.000,17,ARAGON - AUT,ANTIOQUIA,SANTA ROSA DE OSOS,NECHÍ,6.781083333,-75.560888889,Temp Aire 2 m,°C
4340,0021215501,0068,2018-05-13T10:00:00.000,22.11693,ESPERANZA LA  - AUT,TOLIMA,IBAGUÉ,ALTO MAGDALENA,4.45,-75.25,Temp Aire 2 m,°C
4341,0026145506,0068,2018-04-16T10:30:00.000,28.72554,FILO BONITO  - AUT,CALDAS,BELALCAZAR,CAUCA,4.986358333,-75.84574722,Temp Aire 2 m,°C
4342,0021185090,0068,2018-07-23T22:00:00.000,28.8,NATAIMA - AUT,TOLIMA,ESPINAL,ALTO MAGDALENA,4.188138889,-74.96047222,Temp Aire 2 m,°C
4343,0026105250,0068,2005-09-16T11:00:00.000,31.2,ZARAGOZA - AUT,VALLE DEL CAUCA,CARTAGO,CAUCA,4.689777778,-75.92519444,Temp Aire 2 m,°C
4344,0022075050,0068,2009-10-09T20:00:00.000,6.2,PARAMO DE YERBABUENA  - AUT,TOLIMA,RONCESVALLES,SALDAÑA,4.075805556,-75.70083333,Temp Aire 2 m,°C
4345,0027015290,0068,2018-04-14T09:00:00.000,19.6,PAJARITO - AUT,ANTIOQUIA,MEDELLÍN,NECHÍ,6.286333333,-75.61279167,Temp Aire 2 m,°C
4346,0035025502,0068,2019-07-16T19:40:00.000,6.754,LA ESMERALDA-  - AUT,BOGOTA,"BOGOTA, D.C",META,4.56,-74,Temp Aire 2 m,°C
4347,0015075501,0068,2018-06-17T04:00:00.000,26.7,AEROPUERTO PUERTO BOLIVAR  - AUT,LA GUAJIRA,URIBIA,CARIBE - GUAJIRA,12.22430556,-71.98288889,Temp Aire 2 m,°C
4348,0024015502,0068,2016-09-07T09:10:00.000,20.4,SUAITA  - AUT,SANTANDER,SUAITA,SOGAMOSO,6.088602778,-73.44859722,Temp Aire 2 m,°C
4349,0051025090,0068,2017-07-14T02:00:00.000,25.8,GRANJA MIRA,NARINO,TUMACO,MIRA,1.55,-78.696,Temp Aire 2 m,°C
4350,0026185050,0068,2014-02-02T15:00:00.000,22.6,SANTA BARBARA - AUT,ANTIOQUIA,SANTA BÁRBARA,CAUCA,5.859583333,-75.55627778,Temp Aire 2 m,°C
4351,0021206950,0068,2005-09-26T08:00:00.000,9.8,PARAMO GUACHENEQUE  - AUT,CUNDINAMARCA,VILLAPINZÓN,ALTO MAGDALENA,5.236055556,-73.52508333,Temp Aire 2 m,°C
4352,0026145501,0068,2019-02-09T10:15:00.000,23.55987,APIA  - AUT,RISARALDA,APÍA,CAUCA,5.105055556,-75.93305556,Temp Aire 2 m,°C
4353,2120000105,0068,2019-07-20T08:14:00.000,10.75,EL CODITO - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.763,-74.022,Temp Aire 2 m,°C
4354,0052025090,0068,2007-05-14T19:00:00.000,19.6,LA SIERRA - AUT,CAUCA,LA SIERRA,PATÍA,2.193833333,-76.75033333,Temp Aire 2 m,°C
4355,0022045502,0068,2017-08-07T21:50:00.000,18.81902,EL RUBY  - AUT,TOLIMA,PLANADAS,SALDAÑA,3.95,-75.66666667,Temp Aire 2 m,°C
4356,0026125503,0068,2017-07-25T17:10:00.000,25.37631,LA SIRENA  - AUT,VALLE DEL CAUCA,SEVILLA,CAUCA,4.285,-75.9025,Temp Aire 2 m,°C
4357,0027015501,0068,2018-12-10T19:05:00.000,20.02317,YOLOMBO  - AUT,ANTIOQUIA,YOLOMBÓ,NECHÍ,6.580958333,-75.11487778,Temp Aire 2 m,°C
4358,0026145503,0068,2018-06-30T18:20:00.000,17.84498,ANSERMA  - AUT,CALDAS,ANSERMA,CAUCA,5.231330556,-75.77961667,Temp Aire 2 m,°C
4359,2120700038,0068,2019-08-09T14:34:00.000,18.4,SAN FRANCISCO - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.562,-74.149,Temp Aire 2 m,°C
4360,0021205524,0068,2019-06-14T07:10:00.000,10.57,VETA LARGA  - AUT,CUNDINAMARCA,ZIPAQUIRÁ,ALTO MAGDALENA,5.075,-74.057,Temp Aire 2 m,°C
4361,0026125508,0068,2019-05-06T22:55:00.000,21.51061,LACATALINA  - AUT,RISARALDA,PEREIRA,CAUCA,4.7475,-75.73805556,Temp Aire 2 m,°C
4362,0026155502,0068,2018-12-06T04:25:00.000,17.37338,CENICAFE  - AUT,CALDAS,MANIZALES,CAUCA,4.991111111,-75.59749722,Temp Aire 2 m,°C
4363,0052055502,0068,2018-01-17T23:05:00.000,16.08055,SANDONA  - AUT,NARIÑO,SANDONÁ,PATÍA,1.300888889,-77.46035833,Temp Aire 2 m,°C
4364,0026165502,0068,2019-03-07T05:35:00.000,17.63792,JARDIN  - AUT,ANTIOQUIA,JARDÍN,CAUCA,5.6,-75.84972222,Temp Aire 2 m,°C
4365,0026155220,0068,2005-07-10T21:00:00.000,17.2,VILLAMARIA - AUT,CALDAS,VILLAMARIA,CAUCA,5.048666667,-75.51388889,Temp Aire 2 m,°C
4366,0026165501,0068,2019-04-10T14:40:00.000,16.4816,EL CIPRES  - AUT,CALDAS,SALAMINA,CAUCA,5.433333333,-75.5,Temp Aire 2 m,°C
4367,0057025020,0068,2013-05-29T10:00:00.000,29.9,GORGONA GUAPI,CAUCA,GUAPI,GUAVIARE,2.963,-78.174,Temp Aire 2 m,°C
4368,0026125501,0068,2017-08-01T22:50:00.000,16.58111,GENOVA  - AUT,QUINDÍO,GÉNOVA,CAUCA,4.204416667,-75.76866667,Temp Aire 2 m,°C
4369,0021015040,0068,2019-02-26T00:00:00.000,15.4,LA PRIMAVERA - AUT,HUILA,SALADOBLANCO,ALTO MAGDALENA,2.021583333,-76.11433333,Temp Aire 2 m,°C
4370,0024010390,0068,2017-09-12T02:00:00.000,10.6,El TRIANGULO - CAR,CUNDINAMARCA,LENGUAZAQUE,SOGAMOSO,5.305,-73.619,Temp Aire 2 m,°C
4371,0021208480,0068,2012-10-21T08:20:00.000,17.5,KENNEDY - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.633,-74.15,Temp Aire 2 m,°C
4372,0031095030,0068,2015-10-27T07:00:00.000,25.6,PTO INIRIDA,GUAINÍA,INÍRIDA,INÍRIDA,3.868,-67.932,Temp Aire 2 m,°C
4373,0037015501,0068,2017-09-16T09:55:00.000,11.97204,LABATECA  - AUT,NORTE DE SANTANDER,LABATECA,ARAUCA,7.296058333,-72.49772778,Temp Aire 2 m,°C
4374,0021255170,0068,2019-02-09T10:00:00.000,11.6,MURILLO - AUT,TOLIMA,MURILLO,ALTO MAGDALENA,4.870555556,-75.17327778,Temp Aire 2 m,°C
4375,0026195501,0068,2019-08-07T15:55:00.000,27.68562,ANDES  - AUT,ANTIOQUIA,ANDES,CAUCA,5.660108333,-75.91413889,Temp Aire 2 m,°C
4376,0021055070,0068,2014-01-28T18:59:05.000,0,INZA - AUT,CAUCA,INZÁ,ALTO MAGDALENA,2.548194444,-76.06394444,Temp Aire 2 m,°C
4377,2120700038,0068,2019-06-18T13:39:00.000,15.03,SAN FRANCISCO - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.562,-74.149,Temp Aire 2 m,°C
4378,0026135502,0068,2016-09-26T20:25:00.000,19.3,EL JAZMIN  - AUT,RISARALDA,SANTA ROSA DE CABAL,CAUCA,4.911944444,-75.62416389,Temp Aire 2 m,°C
4379,0026135330,0068,2012-12-08T05:00:00.000,4.6,LA LAGUNA DEL OTUN  - AUT,RISARALDA,PEREIRA,CAUCA,4.776361111,-75.4125,Temp Aire 2 m,°C
4380,0052025501,0068,2017-03-21T06:55:00.000,15.8,LA VEGA  - AUT,CAUCA,LA VEGA,PATÍA,2.092941667,-76.81202778,Temp Aire 2 m,°C
4381,0011025501,0068,2018-06-28T01:25:00.000,16.1844,CARMEN DE ATRATO  - AUT,CHOCO,EL CARMEN,ATRATO - DARIÉN,5.888719444,-76.14516667,Temp Aire 2 m,°C
4382,0026155240,0068,2013-07-12T07:00:00.000,7.3,PNN NEVADOS - AUT,CALDAS,VILLAMARIA,CAUCA,4.859444444,-75.38241667,Temp Aire 2 m,°C
4383,2120000107,0068,2019-06-21T04:58:00.000,11.59,LA FISCALA - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.536,-74.106,Temp Aire 2 m,°C
4384,0026125506,0068,2018-06-23T12:25:00.000,25.99712,EL AGRADO  - AUT,QUINDÍO,MONTENEGRO,CAUCA,4.518333333,-75.7925,Temp Aire 2 m,°C
4385,0011175000,0068,2019-08-16T17:00:00.000,24.2,PR CHOCO: ATRATO,CHOCÓ,EL ATRATO,ATRATO - DARIÉN,5.529,-76.634,Temp Aire 2 m,°C
4386,0021206900,0068,2016-07-17T03:40:00.000,8.9,LA ESPERANZA USME - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",META,4.45,-74.1,Temp Aire 2 m,°C
4387,0021235030,0068,2010-10-13T11:00:00.000,34.6,UNIVERSIDAD DE CUNDINAMARCA - AUT,CUNDINAMARCA,GIRARDOT,ALTO MAGDALENA,4.305333333,-74.80811111,Temp Aire 2 m,°C
4388,0023125501,0068,2016-08-31T05:40:00.000,17.8,PAUNA  - AUT,BOYACÁ,PAUNA,MEDIO MAGDALENA,5.657130556,-73.96032778,Temp Aire 2 m,°C
4389,0035035130,0068,2015-09-23T14:00:00.000,5.5,PARAMO CHINGAZA  - AUT,CUNDINAMARCA,GUASCA,META,4.713666667,-73.80325,Temp Aire 2 m,°C
4390,2120000106,0068,2019-08-07T17:18:00.000,9.56,GRAN BRETAÑA - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.512,-74.164,Temp Aire 2 m,°C
4391,0021206950,0068,2010-03-03T18:00:00.000,9.5,PARAMO GUACHENEQUE  - AUT,CUNDINAMARCA,VILLAPINZÓN,ALTO MAGDALENA,5.236055556,-73.52508333,Temp Aire 2 m,°C
4392,0026205501,0068,2017-09-27T07:30:00.000,20.3923,EL ROSARIO  - AUT,ANTIOQUIA,VENECIA,CAUCA,5.625830556,-75.70527778,Temp Aire 2 m,°C
4393,0026125505,0068,2019-04-22T19:55:00.000,18.13883,LA BELLA  - AUT,QUINDÍO,CALARCÁ,CAUCA,4.501111111,-75.67138889,Temp Aire 2 m,°C
4394,3206500045,0068,2019-06-25T07:00:00.000,21.2,GRANADA SENA - AUT,META,GRANADA,GUAVIARE,3.516333333,-73.739733333,Temp Aire 2 m,°C
4395,0016025501,0068,2016-06-28T03:30:00.000,15.7,CUCUTILLA  - AUT,NORTE DE SANTANDER,CUCUTILLA,CATATUMBO,7.519455556,-72.79790278,Temp Aire 2 m,°C
4396,2120700038,0068,2019-01-25T03:48:00.000,11.91,SAN FRANCISCO - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.562,-74.149,Temp Aire 2 m,°C
4397,0016025503,0068,2017-07-24T00:25:00.000,13.45713,GRAMALOTE  - AUT,NORTE DE SANTANDER,GRAMALOTE,CATATUMBO,7.923163889,-72.83375556,Temp Aire 2 m,°C
4398,0026205501,0068,2017-11-09T14:30:00.000,20.98577,EL ROSARIO  - AUT,ANTIOQUIA,VENECIA,CAUCA,5.625830556,-75.70527778,Temp Aire 2 m,°C
4399,0011159010,0068,2014-03-23T13:00:00.000,29.6,CAPURGANA - TX GPRS,CHOCÓ,ACANDÍ,ATRATO - DARIÉN,8.616,-77.331,Temp Aire 2 m,°C
4400,0013055040,0068,2011-02-11T06:59:05.000,0,INCODER - AUT,CORDOBA,MONTERÍA,SINÚ,8.746944444,-75.91388889,Temp Aire 2 m,°C
4401,0026145503,0068,2019-05-24T05:50:00.000,16.7991,ANSERMA  - AUT,CALDAS,ANSERMA,CAUCA,5.231330556,-75.77961667,Temp Aire 2 m,°C
4402,0022045502,0068,2019-05-30T18:40:00.000,18.47013,EL RUBY  - AUT,TOLIMA,PLANADAS,SALDAÑA,3.95,-75.66666667,Temp Aire 2 m,°C
4403,0021115170,0068,2013-02-21T01:00:00.000,15.3,LA PLATA - AUT,HUILA,NEIVA,ALTO MAGDALENA,2.759138889,-75.07455556,Temp Aire 2 m,°C
4404,0026085501,0068,2019-03-03T09:30:00.000,22.10093,LA CELIA  - AUT,RISARALDA,LA CELIA,CAUCA,5.001330556,-75.998,Temp Aire 2 m,°C
4405,0027015290,0068,2016-09-14T04:00:00.000,15.7,PAJARITO - AUT,ANTIOQUIA,MEDELLÍN,NECHÍ,6.286333333,-75.61279167,Temp Aire 2 m,°C
4406,0026125507,0068,2016-06-18T04:35:00.000,17.3,ARTURO GOMEZ  - AUT,VALLE DEL CAUCA,ALCALÁ,CAUCA,4.671388889,-75.77721944,Temp Aire 2 m,°C
4407,0021085501,0068,2018-08-19T11:35:00.000,23.56688,TERUEL  - AUT,HUILA,TERUEL,ALTO MAGDALENA,2.762997222,-75.61144167,Temp Aire 2 m,°C
4408,0023065502,0068,2019-03-07T17:45:00.000,21.84485,LA PALMA  - AUT,CUNDINAMARCA,LA PALMA,MEDIO MAGDALENA,5.330266667,-74.40156111,Temp Aire 2 m,°C
4409,0026165502,0068,2018-11-17T19:00:00.000,18.03638,JARDIN  - AUT,ANTIOQUIA,JARDÍN,CAUCA,5.6,-75.84972222,Temp Aire 2 m,°C
4410,0021206980,0068,2013-02-01T23:00:00.000,9.1,SANTA CRUZ DE SIECHA  - AUT,CUNDINAMARCA,GUASCA,ALTO MAGDALENA,4.784277778,-73.87080556,Temp Aire 2 m,°C
4411,0026155505,0068,2018-05-11T08:00:00.000,21.63098,GRANJA LUKER  - AUT,CALDAS,PALESTINA,CAUCA,5.070275,-75.68555278,Temp Aire 2 m,°C
4412,0021202180,0068,2014-09-25T11:55:00.000,17.9,QUIBA - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.543,-74.156,Temp Aire 2 m,°C
4413,0023065180,0068,2011-02-28T13:00:00.000,33.1,VILLETA - AUT,CUNDINAMARCA,VILLETA,MEDIO MAGDALENA,5.016861111,-74.47097222,Temp Aire 2 m,°C
4414,0026145507,0068,2016-06-20T23:45:00.000,17.7,LAS TANGAS  - AUT,CALDAS,BELALCAZAR,CAUCA,5.038,-75.80599722,Temp Aire 2 m,°C
4415,0021215160,0068,2011-02-27T02:00:00.000,16.3,CERROS NOROCCIDENTALES  - AUT,TOLIMA,IBAGUÉ,ALTO MAGDALENA,4.470361111,-75.24386111,Temp Aire 2 m,°C
4416,0026055110,0068,2006-11-16T04:00:00.000,17.9,LA INDEPENDENCIA - AUT,VALLE DEL CAUCA,JAMUNDÍ,CAUCA,3.185361111,-76.56930556,Temp Aire 2 m,°C
4417,0021202180,0068,2014-06-27T21:55:00.000,13.1,QUIBA - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.543,-74.156,Temp Aire 2 m,°C
4418,2120000107,0068,2019-05-02T14:44:00.000,16.1,LA FISCALA - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.536,-74.106,Temp Aire 2 m,°C
4419,0016025503,0068,2019-03-08T12:15:00.000,16.88522,GRAMALOTE  - AUT,NORTE DE SANTANDER,GRAMALOTE,CATATUMBO,7.923163889,-72.83375556,Temp Aire 2 m,°C
4420,0026165501,0068,2017-08-23T05:50:00.000,16.73187,EL CIPRES  - AUT,CALDAS,SALAMINA,CAUCA,5.433333333,-75.5,Temp Aire 2 m,°C
4421,0026145505,0068,2018-03-27T13:35:00.000,29.13774,LA FLORESTA  - AUT,CALDAS,BELALCAZAR,CAUCA,4.979219444,-75.83555556,Temp Aire 2 m,°C
4422,0026195501,0068,2019-08-02T18:45:00.000,17.97523,ANDES  - AUT,ANTIOQUIA,ANDES,CAUCA,5.660108333,-75.91413889,Temp Aire 2 m,°C
4423,0021205521,0068,2019-03-01T18:00:00.000,12.306,SANTA HELENA  - AUT,CUNDINAMARCA,LA CALERA,ALTO MAGDALENA,4.738,-73.936,Temp Aire 2 m,°C
4424,0028025120,0068,2017-06-08T08:00:00.000,14.8,SERRANIA DEL PERIJA  - AUT,CESAR,AGUSTÍN CODAZZI,CESAR,10.02908333,-73.04619444,Temp Aire 2 m,°C
4425,0021202230,0068,2014-06-02T16:40:00.000,16.1,UAN SEDE USME - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.467,-74.117,Temp Aire 2 m,°C
4426,0026015030,0068,2018-09-16T06:00:00.000,4.4,PNN PURACE - AUT,CAUCA,PURACÉ (COCONUCO),CAUCA,2.356848889,-76.40354389,Temp Aire 2 m,°C
4427,0035085060,0068,2017-06-24T19:00:00.000,18,ZETAQUIRA - AUT,BOYACÁ,ZETAQUIRÁ,META,5.294944444,-73.16994444,Temp Aire 2 m,°C
4428,0026065502,0068,2018-02-17T11:40:00.000,18.6655,TRINIDAD LA  - AUT,CAUCA,PIENDAMÓ,CAUCA,2.750555556,-76.57916667,Temp Aire 2 m,°C
4429,0036015501,0068,2017-09-12T22:05:00.000,20.76,TAMARA  - AUT,CASANARE,TÁMARA,CASANARE,5.872219444,-72.11944167,Temp Aire 2 m,°C
4430,0027015320,0068,2008-07-30T02:00:00.000,10.5,ARAGON - AUT,ANTIOQUIA,SANTA ROSA DE OSOS,NECHÍ,6.781083333,-75.560888889,Temp Aire 2 m,°C
4431,0027015310,0068,2015-09-03T10:00:00.000,25.5,METROMEDELLIN - AUT,ANTIOQUIA,BELLO,NECHÍ,6.32975,-75.55211111,Temp Aire 2 m,°C
4432,0016015502,0068,2019-08-09T05:40:00.000,16.77682,BLONAY  - AUT,NORTE DE SANTANDER,CHINÁCOTA,CATATUMBO,7.564997222,-72.62110833,Temp Aire 2 m,°C
4433,0021202180,0068,2015-08-15T03:20:00.000,13.2,QUIBA - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.543,-74.156,Temp Aire 2 m,°C
4434,0026125501,0068,2017-05-14T14:30:00.000,20.6,GENOVA  - AUT,QUINDÍO,GÉNOVA,CAUCA,4.204416667,-75.76866667,Temp Aire 2 m,°C
4435,0021202180,0068,2012-05-27T12:45:00.000,16.4,QUIBA - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.543,-74.156,Temp Aire 2 m,°C
4436,0021206990,0068,2008-07-24T00:00:00.000,9.5,TIBAITATA - AUT,CUNDINAMARCA,MOSQUERA,ALTO MAGDALENA,4.691416667,-74.209,Temp Aire 2 m,°C
4437,0023195230,0068,2012-06-21T17:00:00.000,22.3,NEOMUNDO - AUT,SANTANDER,BUCARAMANGA,MEDIO MAGDALENA,7.102611111,-73.10730556,Temp Aire 2 m,°C
4438,0021205507,0068,2015-12-27T03:00:00.000,19.7,CACHIPAY - CAR,CUNDINAMARCA,CACHIPAY,ALTO MAGDALENA,4.73,-74.431,Temp Aire 2 m,°C
4439,0021202240,0068,2013-08-30T21:25:00.000,12.95,UAN SEDE CIRCUNVALAR - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.633,-74.05,Temp Aire 2 m,°C
4440,0026145504,0068,2018-02-09T23:35:00.000,17.34478,OSPIRMA  - AUT,RISARALDA,GUÁTICA,CAUCA,5.325552778,-75.812775,Temp Aire 2 m,°C
4441,0053115502,0068,2017-09-30T15:50:00.000,22.68569,JULIO FERNANDEZ  - AUT,VALLE DEL CAUCA,RESTREPO,TAPAJE - DAGUA - DIRECTOS,3.809163889,-76.53305556,Temp Aire 2 m,°C
4442,0026125506,0068,2019-04-10T04:15:00.000,18.16652,EL AGRADO  - AUT,QUINDÍO,MONTENEGRO,CAUCA,4.518333333,-75.7925,Temp Aire 2 m,°C
4443,0052035040,0068,2006-01-15T13:00:00.000,24.3,VIENTO LIBRE - AUT,NARIÑO,TAMINANGO,PATÍA,1.6185,-77.34361111,Temp Aire 2 m,°C
4444,0026085501,0068,2018-03-27T16:45:00.000,24.67425,LA CELIA  - AUT,RISARALDA,LA CELIA,CAUCA,5.001330556,-75.998,Temp Aire 2 m,°C
4445,0021208480,0068,2016-03-30T06:40:00.000,16.5,KENNEDY - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.633,-74.15,Temp Aire 2 m,°C
4446,0026145506,0068,2016-08-22T16:05:00.000,30.5,FILO BONITO  - AUT,CALDAS,BELALCAZAR,CAUCA,4.986358333,-75.84574722,Temp Aire 2 m,°C
4447,0026135503,0068,2016-07-04T08:20:00.000,20.2,NARANJAL  - AUT,CALDAS,CHINCHINA,CAUCA,4.971944444,-75.65221944,Temp Aire 2 m,°C
4448,0026145501,0068,2017-09-19T17:40:00.000,19.39407,APIA  - AUT,RISARALDA,APÍA,CAUCA,5.105055556,-75.93305556,Temp Aire 2 m,°C
4449,0052055502,0068,2018-02-02T14:45:00.000,19.52252,SANDONA  - AUT,NARIÑO,SANDONÁ,PATÍA,1.300888889,-77.46035833,Temp Aire 2 m,°C
4450,0016025502,0068,2017-08-01T22:30:00.000,20.15398,FRANCISCO ROMERO  - AUT,NORTE DE SANTANDER,SALAZAR,CATATUMBO,7.739166667,-72.78055278,Temp Aire 2 m,°C
4451,0026065501,0068,2017-10-10T07:00:00.000,16.03813,JAMUNDI  - AUT,VALLE DEL CAUCA,JAMUNDÍ,CAUCA,3.215580556,-76.68021944,Temp Aire 2 m,°C
4452,0021201980,0068,2014-09-02T16:10:00.000,14.3,CERRO GUADALUPE - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.567,-74.05,Temp Aire 2 m,°C
4453,0026145501,0068,2019-07-21T04:55:00.000,18.31925,APIA  - AUT,RISARALDA,APÍA,CAUCA,5.105055556,-75.93305556,Temp Aire 2 m,°C
4454,0021208480,0068,2012-02-05T10:30:00.000,18.1,KENNEDY - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.633,-74.15,Temp Aire 2 m,°C
4455,0028045501,0068,2016-09-30T05:30:00.000,19.1,PUEBLO BELLO  - AUT,CESAR,PUEBLO BELLO,CESAR,10.42166667,-73.57471944,Temp Aire 2 m,°C
4456,0028035060,0068,2019-06-22T20:00:00.000,30.2,FEDEARROZ - AUT,CESAR,VALLEDUPAR,CESAR,10.46361111,-73.24805556,Temp Aire 2 m,°C
4457,0023065190,0068,2015-11-22T09:00:00.000,22.8,QUEBRADA NEGRA - AUT,CUNDINAMARCA,QUEBRADANEGRA,MEDIO MAGDALENA,5.137611111,-74.48125,Temp Aire 2 m,°C
4458,0054035501,0068,2019-08-13T16:00:00.000,24.18141,SANTIAGO GUTIERREZ  - AUT,VALLE DEL CAUCA,ARGELIA,SAN JUÁN,4.726388889,-76.11446944,Temp Aire 2 m,°C
4459,0026075150,0068,2017-05-18T18:00:00.000,26.1,APTO ALFONSO BONILLA ARAGON - TX GPRS,VALLE DEL CAUCA,PALMIRA,CAUCA,3.533,-76.382,Temp Aire 2 m,°C
4460,0021201200,0068,2013-07-01T22:30:00.000,5.11,ESC LA UNION - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.343,-74.184,Temp Aire 2 m,°C
4461,0024025501,0068,2018-01-29T03:50:00.000,16.54275,ALBERTO SANTOS  - AUT,SANTANDER,SOCORRO,SOGAMOSO,6.493052778,-73.22111111,Temp Aire 2 m,°C
4462,0024015501,0068,2017-12-04T07:00:00.000,13.05234,BERTHA  - AUT,BOYACÁ,MONIQUIRÁ,SOGAMOSO,5.882777778,-73.57333056,Temp Aire 2 m,°C
4463,0021195501,0068,2016-06-18T19:40:00.000,17.4,GRANJA TIBACUY  - AUT,CUNDINAMARCA,TIBACUY,ALTO MAGDALENA,4.363052778,-74.43527778,Temp Aire 2 m,°C
4464,0026135290,0068,2006-05-21T09:00:00.000,18.4,MARSELLA - AUT,RISARALDA,MARSELLA,CAUCA,4.929583333,-75.73838889,Temp Aire 2 m,°C
4465,0021202200,0068,2011-02-27T22:40:00.000,13.2,VITELMA,BOGOTA D.C.,"BOGOTA, D.C",META,4.575,-74.072,Temp Aire 2 m,°C
4466,0026195502,0068,2018-05-05T01:15:00.000,18.32714,CIUDAD BOLIVAR  - AUT,ANTIOQUIA,CIUDAD BOLÍVAR,CAUCA,5.868666667,-75.99044167,Temp Aire 2 m,°C
4467,0021015050,0068,2017-08-22T22:00:00.000,13,PURACE  - AUT,HUILA,SAN AGUSTÍN,ALTO MAGDALENA,1.925916667,-76.42755556,Temp Aire 2 m,°C
4468,0021202170,0068,2015-03-21T07:00:00.000,13.6,SIERRA MORENA - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.567,-74.167,Temp Aire 2 m,°C
4469,0026075120,0068,2012-11-08T22:00:00.000,19.8,LA DIANA - AUT,VALLE DEL CAUCA,FLORIDA,CAUCA,3.314055556,-76.18569444,Temp Aire 2 m,°C
4470,0026195502,0068,2019-02-20T01:00:00.000,19.79441,CIUDAD BOLIVAR  - AUT,ANTIOQUIA,CIUDAD BOLÍVAR,CAUCA,5.868666667,-75.99044167,Temp Aire 2 m,°C
4471,0021202240,0068,2013-07-15T16:25:00.000,17.43,UAN SEDE CIRCUNVALAR - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.633,-74.05,Temp Aire 2 m,°C
4472,0024035360,0068,2017-12-31T22:00:00.000,14.5,SOCHA - AUT,BOYACÁ,SOCHA,SOGAMOSO,5.985416667,-72.99702778,Temp Aire 2 m,°C
4473,0023065502,0068,2017-08-28T16:30:00.000,23.99213,LA PALMA  - AUT,CUNDINAMARCA,LA PALMA,MEDIO MAGDALENA,5.330266667,-74.40156111,Temp Aire 2 m,°C
